meta,sender,sender_type,sender_id,age,gender-birth,education,croatian-knowledge,occupation,,ended_on,duration,time_run,time_render,time_show,time_end,time_commit,timestamp,time_switch,openLabId,type,task,project,status,code,confirmationCode,response,response_action,answer_true,stimulus,context,island_type,transfer_s,transfer_c,id,right_answer,question
,Spremanje,canvas.Screen,2_26_2,,,,,,,skipped,,501812.1999999881,,,501811.89999997616,501812.3000000119,2024-05-21T20:44:20.917Z,501843.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što Miloš je opljačkao banku da kupi?,Miloš je opljačkao banku da kupi kuću.,ai,,,20,,
,Question form,html.Form,2_26_3,,,,,,,skipped,,501812.39999997616,,,501811.89999997616,501812.39999997616,2024-05-21T20:44:20.917Z,501843.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što Miloš je opljačkao banku da kupi?,Miloš je opljačkao banku da kupi kuću.,ai,,,20,,
,Answer indication,canvas.Screen,2_26_4,,,,,,,skipped,,501813.39999997616,,,501811.89999997616,501813.5,2024-05-21T20:44:20.918Z,501843.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što Miloš je opljačkao banku da kupi?,Miloš je opljačkao banku da kupi kuću.,ai,,,20,,
,inter-stimulus,canvas.Screen,2_26_5,,,,,,,response,2210.5,501813.60000002384,501826.9,501843.5,504054,504055.10000002384,2024-05-21T20:44:23.160Z,504060.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Što Miloš je opljačkao banku da kupi?,Miloš je opljačkao banku da kupi kuću.,ai,,,20,,
,Sequence,flow.Sequence,2_26,,,,,,,completion,12510.358000000007,491541,491543.642,491543.642,504054,504055.39999997616,2024-05-21T20:44:23.160Z,504060.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što Miloš je opljačkao banku da kupi?,Miloš je opljačkao banku da kupi kuću.,ai,,,20,,
,context,canvas.Screen,2_27_0_0,,,,,,,response,2476.6000000119093,504055.6999999881,504043.694,504060.2,506536.8000000119,506537.6999999881,2024-05-21T20:44:25.642Z,506543.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,O čemu je Ivo cijelu večer pričao?,Ivo je cijelu večer pričao o autima.,gf,,,47,,
,Timer frame,html.Frame,2_27_0,,,,,,,,2477.6999999761465,504055.5,504043.694,504060.2,506537.89999997616,506537.89999997616,2024-05-21T20:44:25.643Z,506543.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,O čemu je Ivo cijelu večer pričao?,Ivo je cijelu večer pričao o autima.,gf,,,47,,
,stimulus,canvas.Screen,2_27_1_0,,,,,,,response,4467.200000011944,506538.3000000119,506527.198,506543.6,511010.8000000119,511011.8000000119,2024-05-21T20:44:30.117Z,511043.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,7,click @7,,O čemu je Ivo cijelu večer pričao?,Ivo je cijelu večer pričao o autima.,gf,,,47,,
,Timer frame,html.Frame,2_27_1,,,,,,,,4468.299999976181,506538.10000002384,506527.198,506543.6,511011.89999997616,511012,2024-05-21T20:44:30.117Z,511043.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,O čemu je Ivo cijelu večer pričao?,Ivo je cijelu večer pričao o autima.,gf,,,47,,
,Spremanje,canvas.Screen,2_27_2,,,,,,,skipped,,511012.10000002384,,,511011.89999997616,511012.1999999881,2024-05-21T20:44:30.117Z,511043.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,O čemu je Ivo cijelu večer pričao?,Ivo je cijelu večer pričao o autima.,gf,,,47,,
,Question form,html.Form,2_27_3,,,,,,,skipped,,511012.3000000119,,,511011.89999997616,511012.39999997616,2024-05-21T20:44:30.117Z,511043.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,O čemu je Ivo cijelu večer pričao?,Ivo je cijelu večer pričao o autima.,gf,,,47,,
,Answer indication,canvas.Screen,2_27_4,,,,,,,skipped,,511013.1999999881,,,511011.89999997616,511013.3000000119,2024-05-21T20:44:30.118Z,511043.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,O čemu je Ivo cijelu večer pričao?,Ivo je cijelu večer pričao o autima.,gf,,,47,,
,inter-stimulus,canvas.Screen,2_27_5,,,,,,,response,1292.1000000119093,511013.39999997616,511027.06,511043.7,512335.8000000119,512337.1999999881,2024-05-21T20:44:31.442Z,512343.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,O čemu je Ivo cijelu večer pričao?,Ivo je cijelu večer pričao o autima.,gf,,,47,,
,Sequence,flow.Sequence,2_27,,,,,,,completion,8275.60000001191,504055.5,504043.694,504060.2,512335.8000000119,512337.60000002384,2024-05-21T20:44:31.442Z,512343.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,O čemu je Ivo cijelu večer pričao?,Ivo je cijelu večer pričao o autima.,gf,,,47,,
,context,canvas.Screen,2_28_0_0,,,,,,,response,1303.1000000238419,512337.89999997616,512327.096,512343.5,513646.60000002384,513647.39999997616,2024-05-21T20:44:32.752Z,513677.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,"Što je on plakao, čitajući?","On je plakao, čitajući knjigu.",ai,,,22,,
,Timer frame,html.Frame,2_28_0,,,,,,,,1304.1000000238419,512337.6999999881,512327.096,512343.5,513647.60000002384,513647.6999999881,2024-05-21T20:44:32.752Z,513677.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je on plakao, čitajući?","On je plakao, čitajući knjigu.",ai,,,22,,
,stimulus,canvas.Screen,2_28_1_0,,,,,,,response,9475.700000011944,513648,513660.416,513677.1,523152.8000000119,523154.10000002384,2024-05-21T20:44:42.259Z,523177.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,2,click @2,,"Što je on plakao, čitajući?","On je plakao, čitajući knjigu.",ai,,,22,,
,Timer frame,html.Frame,2_28_1,,,,,,,,9477.200000011944,513647.6999999881,513660.416,513677.1,523154.3000000119,523154.3000000119,2024-05-21T20:44:42.259Z,523177.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je on plakao, čitajući?","On je plakao, čitajući knjigu.",ai,,,22,,
,Spremanje,canvas.Screen,2_28_2,,,,,,,skipped,,523154.39999997616,,,523154.3000000119,523154.60000002384,2024-05-21T20:44:42.259Z,523177.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je on plakao, čitajući?","On je plakao, čitajući knjigu.",ai,,,22,,
,Question form,html.Form,2_28_3,,,,,,,skipped,,523154.60000002384,,,523154.3000000119,523154.6999999881,2024-05-21T20:44:42.259Z,523177.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je on plakao, čitajući?","On je plakao, čitajući knjigu.",ai,,,22,,
,Answer indication,canvas.Screen,2_28_4,,,,,,,skipped,,523155.8000000119,,,523154.3000000119,523155.89999997616,2024-05-21T20:44:42.261Z,523177.1,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je on plakao, čitajući?","On je plakao, čitajući knjigu.",ai,,,22,,
,inter-stimulus,canvas.Screen,2_28_5,,,,,,,response,1016.7999999761814,523156,523160.6,523177.1,524193.89999997616,524195,2024-05-21T20:44:43.300Z,524227,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,"Što je on plakao, čitajući?","On je plakao, čitajući knjigu.",ai,,,22,,
,Sequence,flow.Sequence,2_28,,,,,,,completion,11850.399999976158,512337.6999999881,512327.096,512343.5,524193.89999997616,524195.3000000119,2024-05-21T20:44:43.300Z,524227,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,"Što je on plakao, čitajući?","On je plakao, čitajući knjigu.",ai,,,22,,
,context,canvas.Screen,2_29_0_0,,,,,,,response,3127.699999988079,524195.6999999881,524210.556,524227,527354.6999999881,527355.6000000238,2024-05-21T20:44:46.460Z,527376.9,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Što je kupio i majicu?,On je kupio tenisice I majicu.,csi,0,0,0,,
,Timer frame,html.Frame,2_29_0,,,,,,,,3128.699999988079,524195.39999997616,524210.556,524227,527355.6999999881,527355.8999999762,2024-05-21T20:44:46.461Z,527376.9,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što je kupio i majicu?,On je kupio tenisice I majicu.,csi,0,0,0,,
,stimulus,canvas.Screen,2_29_1_0,,,,,,,response,5940.299999988056,527356.1999999881,527360.4,527376.9,533317.1999999881,533318.3000000119,2024-05-21T20:44:52.423Z,533343.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,4,click @4,,Što je kupio i majicu?,On je kupio tenisice I majicu.,csi,0,0,0,,
,Timer frame,html.Frame,2_29_1,,,,,,,,5941.599999999977,527355.8999999762,527360.4,527376.9,533318.5,533318.6000000238,2024-05-21T20:44:52.423Z,533343.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što je kupio i majicu?,On je kupio tenisice I majicu.,csi,0,0,0,,
,Spremanje,canvas.Screen,2_29_2,,,,,,,skipped,,533318.6999999881,,,533318.5,533318.8000000119,2024-05-21T20:44:52.424Z,533343.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što je kupio i majicu?,On je kupio tenisice I majicu.,csi,0,0,0,,
,Question form,html.Form,2_29_3,,,,,,,skipped,,533318.8999999762,,,533318.5,533319,2024-05-21T20:44:52.424Z,533343.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što je kupio i majicu?,On je kupio tenisice I majicu.,csi,0,0,0,,
,Answer indication,canvas.Screen,2_29_4,,,,,,,skipped,,533320.1000000238,,,533318.5,533320.1999999881,2024-05-21T20:44:52.425Z,533343.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što je kupio i majicu?,On je kupio tenisice I majicu.,csi,0,0,0,,
,inter-stimulus,canvas.Screen,2_29_5,,,,,,,response,1014.6999999999534,533320.3999999762,533327.104,533343.8,534358.5,534359.6999999881,2024-05-21T20:44:53.465Z,534377.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Što je kupio i majicu?,On je kupio tenisice I majicu.,csi,0,0,0,,
,Sequence,flow.Sequence,2_29,,,,,,,completion,10131.5,524195.39999997616,524210.556,524227,534358.5,534360,2024-05-21T20:44:53.465Z,534377.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Što je kupio i majicu?,On je kupio tenisice I majicu.,csi,0,0,0,,
,context,canvas.Screen,2_30_0_0,,,,,,,response,1231.3999999761581,534360.3999999762,534360.52,534377.5,535608.8999999762,535609.6999999881,2024-05-21T20:44:54.714Z,535610.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,U sutra ne samo svatko jedan može gledati.,Ne može svatko gledati u sutra.,nf,,,45,,
,Timer frame,html.Frame,2_30_0,,,,,,,,1232.3999999761581,534360.1000000238,534360.52,534377.5,535609.8999999762,535610,2024-05-21T20:44:54.715Z,535610.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,U sutra ne samo svatko jedan može gledati.,Ne može svatko gledati u sutra.,nf,,,45,,
,stimulus,canvas.Screen,2_30_1_0,,,,,,,response,6980.399999976158,535610.1999999881,535610.498,535610.5,542590.8999999762,542591.8000000119,2024-05-21T20:45:01.697Z,542611.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,1,click @1,,U sutra ne samo svatko jedan može gledati.,Ne može svatko gledati u sutra.,nf,,,45,,
,Timer frame,html.Frame,2_30_1,,,,,,,,6981.399999976158,535610,535610.498,535610.5,542591.8999999762,542592,2024-05-21T20:45:01.697Z,542611.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,U sutra ne samo svatko jedan može gledati.,Ne može svatko gledati u sutra.,nf,,,45,,
,Spremanje,canvas.Screen,2_30_2,,,,,,,skipped,,542592.1000000238,,,542591.8999999762,542592.1000000238,2024-05-21T20:45:01.697Z,542611.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,U sutra ne samo svatko jedan može gledati.,Ne može svatko gledati u sutra.,nf,,,45,,
,Question form,html.Form,2_30_3,,,,,,,skipped,,542592.1999999881,,,542591.8999999762,542592.3000000119,2024-05-21T20:45:01.697Z,542611.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,U sutra ne samo svatko jedan može gledati.,Ne može svatko gledati u sutra.,nf,,,45,,
,Answer indication,canvas.Screen,2_30_4,,,,,,,skipped,,542593.1000000238,,,542591.8999999762,542593.1999999881,2024-05-21T20:45:01.698Z,542611.6,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,U sutra ne samo svatko jedan može gledati.,Ne može svatko gledati u sutra.,nf,,,45,,
,inter-stimulus,canvas.Screen,2_30_5,,,,,,,response,877.9000000000233,542593.3000000119,542594.094,542611.6,543489.5,543490.8000000119,2024-05-21T20:45:02.596Z,543510.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,U sutra ne samo svatko jedan može gledati.,Ne može svatko gledati u sutra.,nf,,,45,,
,Sequence,flow.Sequence,2_30,,,,,,,completion,9112,534360.1000000238,534360.52,534377.5,543489.5,543491.1000000238,2024-05-21T20:45:02.596Z,543510.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,U sutra ne samo svatko jedan može gledati.,Ne može svatko gledati u sutra.,nf,,,45,,
,context,canvas.Screen,2_31_0_0,,,,,,,response,5824.399999976158,543491.3999999762,543493.9,543510.5,549334.8999999762,549335.8999999762,2024-05-21T20:45:08.441Z,549343.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Timer frame,html.Frame,2_31_0,,,,,,,,5825.600000023842,543491.3000000119,543493.9,543510.5,549336.1000000238,549336.1999999881,2024-05-21T20:45:08.441Z,549343.7,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,stimulus,canvas.Screen,2_31_1_0,,,,,,,response,9150.999999988126,549336.6000000238,549327.566,549343.7,558494.6999999881,558495.6999999881,2024-05-21T20:45:17.601Z,558510.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,5,click @5,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Timer frame,html.Frame,2_31_1,,,,,,,,9152.199999976205,549336.3999999762,549327.566,549343.7,558495.8999999762,558495.8999999762,2024-05-21T20:45:17.601Z,558510.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Spremanje,canvas.Screen,2_31_2,,,,,,,skipped,,558496.1000000238,,,558495.8999999762,558496.1000000238,2024-05-21T20:45:17.601Z,558510.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Question form,html.Form,2_31_3,,,,,,,skipped,,558496.1999999881,,,558495.8999999762,558496.3000000119,2024-05-21T20:45:17.601Z,558510.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Answer indication,canvas.Screen,2_31_4,,,,,,,skipped,,558497.1999999881,,,558495.8999999762,558497.3000000119,2024-05-21T20:45:17.602Z,558510.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,inter-stimulus,canvas.Screen,2_31_5,,,,,,,response,1189.199999988079,558497.3999999762,558493.9,558510.5,559699.6999999881,559700.8999999762,2024-05-21T20:45:18.806Z,559710.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,Sequence,flow.Sequence,2_31,,,,,,,completion,16189.199999988079,543491.1999999881,543493.9,543510.5,559699.6999999881,559701.1999999881,2024-05-21T20:45:18.806Z,559710.4,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Sanjam dvorac iz kojeg se čuje glasan plač daleko..,Sanjam dvorac daleko iz kojeg se čuje glasan plač..,ai,30,37,26,,
,context,canvas.Screen,2_32_0_0,,,,,,,response,3018.299999988056,559701.5,559694.16,559710.4,562728.6999999881,562729.5,2024-05-21T20:45:21.835Z,562760.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Timer frame,html.Frame,2_32_0,,,,,,,,3019.299999988056,559701.3000000119,559694.16,559710.4,562729.6999999881,562729.6999999881,2024-05-21T20:45:21.835Z,562760.5,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,stimulus,canvas.Screen,2_32_1_0,,,,,,,response,2912.199999988079,562730.1000000238,562743.964,562760.5,565672.6999999881,565673.6999999881,2024-05-21T20:45:24.779Z,565677.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,5,click @5,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Timer frame,html.Frame,2_32_1,,,,,,,,2913.300000011921,562729.8999999762,562743.964,562760.5,565673.8000000119,565673.8999999762,2024-05-21T20:45:24.779Z,565677.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Spremanje,canvas.Screen,2_32_2,,,,,,,skipped,,565674,,,565673.8000000119,565674.1000000238,2024-05-21T20:45:24.779Z,565677.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Question form,html.Form,2_32_3,,,,,,,skipped,,565674.1000000238,,,565673.8000000119,565674.3000000119,2024-05-21T20:45:24.779Z,565677.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Answer indication,canvas.Screen,2_32_4,,,,,,,skipped,,565675.1000000238,,,565673.8000000119,565675.1999999881,2024-05-21T20:45:24.780Z,565677.2,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,inter-stimulus,canvas.Screen,2_32_5,,,,,,,response,960.8000000000466,565675.3999999762,565660.6,565677.2,566638,566639.1999999881,2024-05-21T20:45:25.744Z,566643.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,mousedown,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,Sequence,flow.Sequence,2_32,,,,,,,completion,6927.599999999977,559701.1999999881,559694.16,559710.4,566638,566639.5,2024-05-21T20:45:25.745Z,566643.8,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Čega si gledao prepričavanje?,Gledao si prepričavanje filma.,di,,,31,,
,context,canvas.Screen,2_33_0_0,,,,,,,response,4728.8999999880325,566639.8000000119,566627.328,566643.8,571372.6999999881,571373.5,2024-05-21T20:45:30.479Z,571377.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,click,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,Timer frame,html.Frame,2_33_0,,,,,,,,4729.8999999880325,566639.6000000238,566627.328,566643.8,571373.6999999881,571373.8000000119,2024-05-21T20:45:30.479Z,571377.3,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,stimulus,canvas.Screen,2_33_1_0,,,,,,,response,9849.399999988033,571374.1999999881,571360.824,571377.3,581226.6999999881,581228,2024-05-21T20:45:40.333Z,581244,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,4,click @4,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
,Timer frame,html.Frame,2_33_1,,,,,,,,9850.899999988033,571373.8999999762,571360.824,571377.3,581228.1999999881,581228.3000000119,2024-05-21T20:45:40.333Z,581244,Dh-x6F29Zl,incremental,anketa,6645cf40bc81b65c5faccf1d,participant,hcpibl38lwguulk9,,,,,Komu tužno je gledati da ljudi i dalje daju novac??,Tužno je gledati da ljudi i dalje daju novac šarlatanima..,si,38,33,19,,
